number,title,issn,eissn,publisher
297,ADVANCED MATERIALS TECHNOLOGIES,2365709X,2365709X,WILEY
298,ADVANCED MATERIALS,09359648,15214095,WILEY-V C H VERLAG GMBH
299,ADVANCED NONLINEAR STUDIES,15361365,21690375,DE GRUYTER POLAND SP Z O O
300,ADVANCED OPTICAL MATERIALS,21951071,21951071,WILEY-V C H VERLAG GMBH
301,ADVANCED PHOTONICS,,25775421,
302,ADVANCED POWDER TECHNOLOGY,09218831,15685527,ELSEVIER
303,ADVANCED QUANTUM TECHNOLOGIES,,25119044,WILEY
304,ADVANCED ROBOTICS,01691864,15685535,TAYLOR & FRANCIS LTD
305,ADVANCED SCIENCE,,21983844,WILEY
306,ADVANCED STEEL CONSTRUCTION,1816112X,,HONG KONG INST STEEL CONSTRUCTION
307,ADVANCED SUSTAINABLE SYSTEMS,23667486,23667486,WILEY-V C H VERLAG GMBH
308,ADVANCED SYNTHESIS & CATALYSIS,16154150,16154169,WILEY-V C H VERLAG GMBH
309,ADVANCED THEORY AND SIMULATIONS,,25130390,WILEY-V C H VERLAG GMBH
310,ADVANCED THERAPEUTICS,,23663987,WILEY
311,ADVANCEMENTS OF MICROBIOLOGY,00794252,25453149,
312,ADVANCES IN ANATOMIC PATHOLOGY,10724109,15334031,LIPPINCOTT WILLIAMS & WILKINS
313,ADVANCES IN APPLIED CERAMICS,17436753,17436761,SAGE PUBLICATIONS INC
314,ADVANCES IN APPLIED CLIFFORD ALGEBRAS,01887009,16614909,SPRINGER BASEL AG
315,ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,20700733,20751354,GLOBAL SCIENCE PRESS
316,ADVANCES IN APPLIED MATHEMATICS,01968858,10902074,ACADEMIC PRESS INC ELSEVIER SCIENCE
317,ADVANCES IN APPLIED PROBABILITY,00018678,14756064,CAMBRIDGE UNIV PRESS
318,ADVANCES IN ARCHAEOLOGICAL PRACTICE,23263768,23263768,CAMBRIDGE UNIV PRESS
319,ADVANCES IN ASTRONOMY,16877969,16877977,WILEY
320,ADVANCES IN ATMOSPHERIC SCIENCES,02561530,18619533,SCIENCE PRESS
321,ADVANCES IN CALCULUS OF VARIATIONS,18648258,18648266,WALTER DE GRUYTER GMBH
322,ADVANCES IN CEMENT RESEARCH,09517197,17517605,EMERALD GROUP PUBLISHING LTD
323,ADVANCES IN CIVIL ENGINEERING,16878086,16878094,WILEY
324,ADVANCES IN CLIMATE CHANGE RESEARCH,16749278,16749278,KEAI PUBLISHING LTD
325,ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,18995276,24512680,WROCLAW MEDICAL UNIV
326,ADVANCES IN COGNITIVE PSYCHOLOGY,18951171,18951171,UNIV ECONOMICS & HUMAN SCIENCES WARSAW
327,ADVANCES IN COLLOID AND INTERFACE SCIENCE,00018686,18733727,ELSEVIER
328,ADVANCES IN COMPLEX SYSTEMS,02195259,17936802,WORLD SCIENTIFIC PUBL CO PTE LTD
329,ADVANCES IN COMPUTATIONAL MATHEMATICS,10197168,15729044,SPRINGER
330,ADVANCES IN CONCRETE CONSTRUCTION,22875301,2287531X,TECHNO-PRESS
331,ADVANCES IN CONDENSED MATTER PHYSICS,16878108,16878124,WILEY
332,ADVANCES IN CONTINUOUS AND DISCRETE MODELS,,27314235,SPRINGER
333,ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,18625347,18625355,SPRINGER HEIDELBERG
334,ADVANCES IN DIFFERENTIAL EQUATIONS,10799389,10799389,KHAYYAM PUBL CO INC
335,ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,15827445,18447600,
336,ADVANCES IN ENGINEERING SOFTWARE,09659978,18735339,ELSEVIER SCI LTD
337,ADVANCES IN GEOMETRY,1615715X,16157168,WALTER DE GRUYTER GMBH
338,ADVANCES IN HEALTH SCIENCES EDUCATION,13824996,15731677,SPRINGER
339,ADVANCES IN HIGH ENERGY PHYSICS,16877357,16877365,WILEY
340,ADVANCES IN KIDNEY DISEASE AND HEALTH,29498147,29498139,W B SAUNDERS CO-ELSEVIER INC
341,ADVANCES IN LIFE COURSE RESEARCH,15694909,18796974,ELSEVIER SCI LTD
342,ADVANCES IN MANUFACTURING,20953127,21953597,SPRINGER
343,ADVANCES IN MATHEMATICAL PHYSICS,16879120,16879139,WILEY
344,ADVANCES IN MATHEMATICS OF COMMUNICATIONS,19305346,19305338,AMER INST MATHEMATICAL SCIENCES-AIMS
345,ADVANCES IN MATHEMATICS,00018708,10902082,
346,ADVANCES IN MECHANICAL ENGINEERING,16878132,16878140,SAGE PUBLICATIONS LTD
347,ADVANCES IN MEDICAL SCIENCES,18961126,18984002,
348,ADVANCES IN METEOROLOGY,16879309,16879317,WILEY
349,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,25152459,25152467,SAGE PUBLICATIONS INC
350,ADVANCES IN NANO RESEARCH,2287237X,22872388,TECHNO-PRESS
351,ADVANCES IN NEONATAL CARE,15360903,15360911,LIPPINCOTT WILLIAMS & WILKINS
352,ADVANCES IN NONLINEAR ANALYSIS,21919496,2191950X,DE GRUYTER POLAND SP Z O O
353,ADVANCES IN NURSING SCIENCE,01619268,15505014,LIPPINCOTT WILLIAMS & WILKINS
354,ADVANCES IN NUTRITION,21618313,21565376,ELSEVIER SCIENCE INC
355,ADVANCES IN OPTICS AND PHOTONICS,19438206,19438206,OPTICA PUBLISHING GROUP
356,ADVANCES IN PHYSICS,00018732,14606976,TAYLOR & FRANCIS LTD
357,ADVANCES IN PHYSICS-X,23746149,23746149,TAYLOR & FRANCIS LTD
358,ADVANCES IN PHYSIOLOGY EDUCATION,10434046,15221229,AMER PHYSIOLOGICAL SOC
359,ADVANCES IN POLYMER TECHNOLOGY,07306679,10982329,WILEY
360,ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,18546250,18556531,"UNIV MARIBOR, FAC MECHANICAL ENGINEERING"
361,ADVANCES IN RHEUMATOLOGY,25233106,25233106,BMC
362,ADVANCES IN SKIN & WOUND CARE,15277941,15388654,LIPPINCOTT WILLIAMS & WILKINS
363,ADVANCES IN SPACE RESEARCH,02731177,18791948,ELSEVIER SCI LTD
364,ADVANCES IN STRUCTURAL ENGINEERING,13694332,20484011,SAGE PUBLICATIONS INC
365,ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,10950761,10950753,"INT PRESS BOSTON, INC"
366,ADVANCES IN THERAPY,0741238X,18658652,SPRINGER
367,ADVANCES IN WATER RESOURCES,03091708,18729657,ELSEVIER SCI LTD
368,ADVANCES IN WEED SCIENCE,26759462,26759462,SOC BRASILEIRA CIENCIA PLANTAS DANINHAS-SBCPD
369,ADVANCES IN WOUND CARE,21621918,21621934,"MARY ANN LIEBERT, INC"
370,AEOLIAN RESEARCH,18759637,22121684,ELSEVIER SCI LTD
371,AEQUATIONES MATHEMATICAE,00019054,14208903,SPRINGER BASEL AG
372,AERA OPEN,,23328584,SAGE PUBLICATIONS INC
373,AEROBIOLOGIA,03935965,15733025,SPRINGER
374,AERONAUTICAL JOURNAL,00019240,20596464,CAMBRIDGE UNIV PRESS
375,AEROSOL AND AIR QUALITY RESEARCH,16808584,20711409,SPRINGERNATURE
376,AEROSOL SCIENCE AND TECHNOLOGY,02786826,15217388,TAYLOR & FRANCIS INC
377,AEROSPACE AMERICA,0740722X,0740722X,
378,AEROSPACE MEDICINE AND HUMAN PERFORMANCE,23756314,23756322,AEROSPACE MEDICAL ASSOC
379,AEROSPACE SCIENCE AND TECHNOLOGY,12709638,16263219,
380,AEROSPACE,,22264310,MDPI
381,AESTHETIC PLASTIC SURGERY,0364216X,14325241,SPRINGER
382,AESTHETIC SURGERY JOURNAL,1090820X,1527330X,OXFORD UNIV PRESS INC
383,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,14348411,16180399,ELSEVIER GMBH
384,AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,00019593,1827787X,VITA PENSIERO
385,AFFILIA-FEMINIST INQUIRY IN SOCIAL WORK,08861099,15523020,SAGE PUBLICATIONS INC
386,AFINIDAD,00019704,23399686,ASSOC ANTICS ALUMNES INST QUIMIC SARRIA - AIQS
387,AFRICA SPECTRUM,00020397,18686869,SAGE PUBLICATIONS INC
388,AFRICA,00019720,17500184,CAMBRIDGE UNIV PRESS
389,AFRICAN AFFAIRS,00019909,14682621,OXFORD UNIV PRESS
390,AFRICAN AMERICAN REVIEW,10624783,19456182,JOHNS HOPKINS UNIV PRESS
391,AFRICAN AND ASIAN STUDIES,15692094,15692108,BRILL
392,AFRICAN ARCHAEOLOGICAL REVIEW,02630338,15729842,SPRINGER
393,AFRICAN ARTS,00019933,19372108,MIT PRESS
394,AFRICAN DEVELOPMENT REVIEW- REVUE AFRICAINE DE DEVELOPPEMENT,10176772,14678268,WILEY
395,AFRICAN ECONOMIC HISTORY,01452258,21639108,
396,AFRICAN ENTOMOLOGY,10213589,22548854,ENTOMOLOGICAL SOC SOUTHERN AFRICA
397,AFRICAN HEALTH SCIENCES,16806905,17290503,
398,AFRICAN INVERTEBRATES,16815556,23052562,COUNCIL NATAL MUSEUM
399,AFRICAN JOURNAL OF AQUATIC SCIENCE,16085914,17279364,TAYLOR & FRANCIS LTD
400,AFRICAN JOURNAL OF ECOLOGY,01416707,13652028,WILEY
401,AFRICAN JOURNAL OF EMERGENCY MEDICINE,2211419X,22114203,ELSEVIER
402,AFRICAN JOURNAL OF HERPETOLOGY,21564574,21533660,TAYLOR & FRANCIS LTD
403,AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE,07954778,07954778,
404,AFRICAN JOURNAL OF MARINE SCIENCE,1814232X,18142338,TAYLOR & FRANCIS LTD
405,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,10220119,17279380,TAYLOR & FRANCIS LTD
406,AFRICAN JOURNAL OF REPRODUCTIVE HEALTH,11184841,21413606,WOMENS HEALTH & ACTION RESEARCH CENTRE
407,AFRICAN JOURNAL OF WILDLIFE RESEARCH,24107220,24108200,
408,AFRICAN JOURNALISM STUDIES,23743670,23743689,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
409,AFRICAN STUDIES REVIEW,00020206,15552462,CAMBRIDGE UNIV PRESS
410,AFRICAN STUDIES,00020184,14692872,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
411,AFRICAN ZOOLOGY,15627020,2224073X,TAYLOR & FRANCIS LTD
412,AFRICANA LINGUISTICA,20338732,20348436,PEETERS
413,AFTERALL,14654253,21564914,UNIV CHICAGO PRESS
414,AGE AND AGEING,00020729,14682834,OXFORD UNIV PRESS
415,AGEING & SOCIETY,0144686X,14691779,CAMBRIDGE UNIV PRESS
416,AGEING RESEARCH REVIEWS,15681637,18729649,ELSEVIER IRELAND LTD
417,AGENDA,00020796,10130950,
418,AGGRESSION AND VIOLENT BEHAVIOR,13591789,18736335,PERGAMON-ELSEVIER SCIENCE LTD
419,AGGRESSIVE BEHAVIOR,0096140X,10982337,WILEY
420,AGING & MENTAL HEALTH,13607863,13646915,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
421,AGING AND DISEASE,21525250,21525250,INT SOC AGING & DISEASE
422,AGING CELL,14749718,14749726,WILEY
423,AGING CLINICAL AND EXPERIMENTAL RESEARCH,15940667,17208319,SPRINGER
424,AGING MALE,13685538,14730790,TAYLOR & FRANCIS LTD
425,AGING NEUROPSYCHOLOGY AND COGNITION,13825585,17444128,
426,AGORA-ESTUDOS CLASSICOS EM DEBATE,08745498,21834334,UNIV AVEIRO
427,AGRARFORSCHUNG SCHWEIZ,16637852,16637909,AGRARFORSCHUNG
428,AGREKON,03031853,20780400,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
429,AGRIBUSINESS,07424477,15206297,WILEY
430,AGRICULTURAL & ENVIRONMENTAL LETTERS,,24719625,WILEY
431,AGRICULTURAL AND FOOD ECONOMICS,,21937532,SPRINGERNATURE
432,AGRICULTURAL AND FOOD SCIENCE,14596067,17951895,SCIENTIFIC AGRICULTURAL SOC FINLAND
433,AGRICULTURAL AND FOREST ENTOMOLOGY,14619555,14619563,WILEY
434,AGRICULTURAL AND FOREST METEOROLOGY,01681923,18732240,ELSEVIER
435,AGRICULTURAL ECONOMICS,01695150,15740862,WILEY
436,AGRICULTURAL ECONOMICS- ZEMEDELSKA EKONOMIKA,0139570X,18059295,CZECH ACADEMY AGRICULTURAL SCIENCES
437,AGRICULTURAL HISTORY REVIEW,00021490,00021490,
438,AGRICULTURAL HISTORY,00021482,15338290,DUKE UNIV PRESS
439,AGRICULTURAL SYSTEMS,0308521X,18732267,ELSEVIER SCI LTD
440,AGRICULTURAL WATER MANAGEMENT,03783774,18732283,ELSEVIER
441,AGRICULTURE AND HUMAN VALUES,0889048X,15728366,SPRINGER
442,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,01678809,18732305,ELSEVIER
443,AGRICULTURE-BASEL,,20770472,MDPI
444,AGROCHIMICA,00021857,,PISA UNIV PRESS
445,AGROCIENCIA,14053195,25219766,COLEGIO POSTGRADUADOS
446,AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,21683565,21683573,TAYLOR & FRANCIS INC
447,AGROFORESTRY SYSTEMS,01674366,15729680,SPRINGER
448,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,17740746,17730155,SPRINGER FRANCE
449,AGRONOMY JOURNAL,00021962,14350645,WILEY
450,AGRONOMY-BASEL,,20734395,MDPI
451,AGU ADVANCES,,2576604X,AMER GEOPHYSICAL UNION
452,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,08900604,14691760,CAMBRIDGE UNIV PRESS
453,AI MAGAZINE,07384602,23719621,AMER ASSOC ARTIFICIAL INTELL
454,AIAA JOURNAL,00011452,1533385X,AMER INST AERONAUTICS ASTRONAUTICS
455,AIBR-REVISTA DE ANTROPOLOGIA IBEROAMERICANA,16959752,15789705,
456,AICHE JOURNAL,00011541,15475905,WILEY
457,AIDS AND BEHAVIOR,10907165,15733254,SPRINGER/PLENUM PUBLISHERS
458,AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,09540121,13600451,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
459,AIDS EDUCATION AND PREVENTION,08999546,19432755,GUILFORD PUBLICATIONS INC
460,AIDS PATIENT CARE AND STDS,10872914,15577449,"MARY ANN LIEBERT, INC"
461,AIDS RESEARCH AND HUMAN RETROVIRUSES,08892229,19318405,"MARY ANN LIEBERT, INC"
462,AIDS RESEARCH AND THERAPY,17426405,17426405,BMC
463,AIDS REVIEWS,11396121,16986997,PERMANYER PUBL
464,AIDS,02699370,14735571,LIPPINCOTT WILLIAMS & WILKINS
465,AIMS MATHEMATICS,,24736988,
466,AIN SHAMS ENGINEERING JOURNAL,20904479,20904495,ELSEVIER
467,AIP ADVANCES,,21583226,AIP PUBLISHING
468,AIR QUALITY ATMOSPHERE AND HEALTH,18739318,18739326,SPRINGER
469,AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,17488842,17584213,EMERALD GROUP PUBLISHING LTD
470,AJAR-AFRICAN JOURNAL OF AIDS RESEARCH,16085906,17279445,TAYLOR & FRANCIS LTD
471,AJIDD-AMERICAN JOURNAL ON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,19447515,19447558,
472,AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS,09728600,25433474,TAYLOR & FRANCIS LTD
473,AKKADICA,13785087,07797842,
474,AKTUELLE RHEUMATOLOGIE,0341051X,14389940,GEORG THIEME VERLAG KG
475,AKTUELLE UROLOGIE,00017868,14388820,GEORG THIEME VERLAG KG
476,AKZENTE-ZEITSCHRIFT FUR LITERATUR,00023957,,CARL HANSER VERLAG
477,ALCHERINGA,03115518,17520754,TAYLOR & FRANCIS LTD
478,ALCOHOL AND ALCOHOLISM,07350414,14643502,OXFORD UNIV PRESS
479,ALCOHOL RESEARCH-CURRENT REVIEWS,15357414,19300573,
480,ALCOHOL,07418329,18736823,ELSEVIER SCIENCE INC
481,ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,,29937175,WILEY
482,ALDRICHIMICA ACTA,00025100,,ALDRICH CHEMICAL CO INC
483,ALEA-ESTUDOS NEOLATINOS,1517106X,18070299,
484,ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,19800436,,IMPA
485,ALEXANDRIA ENGINEERING JOURNAL,11100168,20902670,ELSEVIER
486,ALGAE,12262617,20930860,KOREAN SOC PHYCOLOGY
487,ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,22119264,22119264,ELSEVIER
488,ALGEBRA & NUMBER THEORY,19370652,19447833,MATHEMATICAL SCIENCE PUBL
489,ALGEBRA AND LOGIC,00025232,15738302,SPRINGER
490,ALGEBRA COLLOQUIUM,10053867,02191733,WORLD SCIENTIFIC PUBL CO PTE LTD
491,ALGEBRA UNIVERSALIS,00025240,14208911,SPRINGER BASEL AG
492,ALGEBRAIC AND GEOMETRIC TOPOLOGY,14722739,14722739,GEOMETRY & TOPOLOGY PUBLICATIONS
493,ALGEBRAIC GEOMETRY,23131691,22142584,
494,ALGEBRAS AND REPRESENTATION THEORY,1386923X,15729079,SPRINGER
495,ALGORITHMICA,01784617,14320541,SPRINGER
496,ALGORITHMS FOR MOLECULAR BIOLOGY,,17487188,BMC
497,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,02692813,13652036,WILEY
498,ALL EARTH,,27669645,TAYLOR & FRANCIS LTD
499,ALL LIFE,26895293,26895307,TAYLOR & FRANCIS LTD
500,ALLERGOLOGIA ET IMMUNOPATHOLOGIA,03010546,15781267,CODON PUBLICATIONS
501,ALLERGOLOGIE,03445062,03445062,DUSTRI-VERLAG DR KARL FEISTLE
502,ALLERGOLOGY INTERNATIONAL,13238930,14401592,JAPANESE SOC ALLERGOLOGY
503,ALLERGY AND ASTHMA PROCEEDINGS,10885412,15396304,OCEAN SIDE PUBLICATIONS INC
504,ALLERGY ASTHMA & IMMUNOLOGY RESEARCH,20927355,20927363,KOREAN ACAD ASTHMA ALLERGY & CLINICAL IMMUNOLOGY
505,ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,17101492,17101492,BMC
506,ALLERGY,01054538,13989995,WILEY
507,ALLGEMEINE ZEITSCHRIFT FUR PHILOSOPHIE,03407969,03407969,FROMMANN-HOLZBOOG
508,AL-MASAQ-JOURNAL OF THE MEDIEVAL MEDITERRANEAN,09503110,1473348X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
509,ALPHA PSYCHIATRY,,27578038,AVES
510,ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA,07164254,07182201,UNIV LOS LAGOS
511,ALPINE BOTANY,16642201,1664221X,SPRINGER BASEL AG
512,AL-QANTARA,02113589,19882955,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC
513,AL-SHAJARAH,13946870,13946870,
514,ALTERNATIVES,03043754,21633150,SAGE PUBLICATIONS INC
515,ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,1868596X,18688551,
516,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,08930341,08930341,LIPPINCOTT WILLIAMS & WILKINS
517,ALZHEIMERS & DEMENTIA,15525260,15525279,WILEY
518,ALZHEIMERS RESEARCH & THERAPY,,17589193,BMC
519,AMA-AGRICULTURAL MECHANIZATION IN ASIA AFRICA AND LATIN AMERICA,00845841,,
520,AMB EXPRESS,21910855,21910855,SPRINGER
521,AMBIO,00447447,16547209,SPRINGER
522,AMBIX,00026980,17458234,TAYLOR & FRANCIS LTD
523,AMEGHINIANA,00027014,18518044,
524,AMERASIA JOURNAL,00447471,00447471,TAYLOR & FRANCIS INC
525,AMERICAN ANNALS OF THE DEAF,0002726X,15430375,GALLAUDET UNIV PRESS
526,AMERICAN ANTHROPOLOGIST,00027294,15481433,WILEY
527,AMERICAN ANTIQUITY,00027316,23255064,CAMBRIDGE UNIV PRESS
528,AMERICAN ART,10739300,15496503,UNIV CHICAGO PRESS
529,AMERICAN BANKRUPTCY LAW JOURNAL,00279048,,NATL CONF BANKRUPT J
530,AMERICAN BEHAVIORAL SCIENTIST,00027642,15523381,SAGE PUBLICATIONS INC
531,AMERICAN BIOLOGY TEACHER,00027685,19384211,
532,AMERICAN BOOK REVIEW,01499408,21534578,"UNIV HOUSTON, VICTORIA-ART & SCI"
533,AMERICAN BUSINESS LAW JOURNAL,00027766,17441714,WILEY
534,AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,10513558,21538441,AMER CATHOLIC PHILOSOPHICAL ASSOC
535,AMERICAN CERAMIC SOCIETY BULLETIN,00027812,19452705,AMER CERAMIC SOC
536,AMERICAN CRIMINAL LAW REVIEW,01640364,01640364,AMER CRIMINAL LAW REVIEW
537,AMERICAN ECONOMIC JOURNAL- APPLIED ECONOMICS,19457782,19457790,AMER ECONOMIC ASSOC
538,AMERICAN ECONOMIC JOURNAL- ECONOMIC POLICY,19457731,1945774X,AMER ECONOMIC ASSOC
539,AMERICAN ECONOMIC JOURNAL- MACROECONOMICS,19457707,19457715,AMER ECONOMIC ASSOC
540,AMERICAN ECONOMIC JOURNAL- MICROECONOMICS,19457669,19457685,AMER ECONOMIC ASSOC
541,AMERICAN ECONOMIC REVIEW,00028282,19447981,AMER ECONOMIC ASSOC
542,AMERICAN ECONOMIC REVIEW- INSIGHTS,2640205X,26402068,AMER ECONOMIC ASSOC
543,AMERICAN EDUCATIONAL RESEARCH JOURNAL,00028312,19351011,SAGE PUBLICATIONS INC
544,AMERICAN ETHNOLOGIST,00940496,15481425,WILEY
545,AMERICAN FAMILY PHYSICIAN,0002838X,15320650,AMER ACAD FAMILY PHYSICIANS
546,AMERICAN FERN JOURNAL,00028444,1938422X,AMER FERN SOC INC
547,AMERICAN HEALTH AND DRUG BENEFITS,19422962,19422970,
548,AMERICAN HEART JOURNAL,00028703,10976744,MOSBY-ELSEVIER
549,AMERICAN HISTORICAL REVIEW,00028762,19375239,OXFORD UNIV PRESS
550,AMERICAN IMAGO,0065860X,10857931,JOHNS HOPKINS UNIV PRESS
551,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,15337731,15337731,UNIV PRESS COLORADO
552,AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,01616463,01616463,"U C L A, AMER INDIAN STUDIES CENTER"
553,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,00029092,14678276,WILEY
554,AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS,15333175,19382731,SAGE PUBLICATIONS INC
555,AMERICAN JOURNAL OF ARCHAEOLOGY,00029114,1939828X,UNIV CHICAGO PRESS
556,AMERICAN JOURNAL OF AUDIOLOGY,10590889,15589137,AMER SPEECH-LANGUAGE- HEARING ASSOC
557,AMERICAN JOURNAL OF BIOETHICS,15265161,15360075,
558,AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,26927691,26927691,WILEY
559,AMERICAN JOURNAL OF BOTANY,00029122,15372197,WILEY
560,AMERICAN JOURNAL OF CANCER RESEARCH,21566976,21566976,E-CENTURY PUBLISHING CORP
561,AMERICAN JOURNAL OF CARDIOLOGY,00029149,18791913,
562,AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,11753277,1179187X,ADIS INT LTD
563,AMERICAN JOURNAL OF CHINESE MEDICINE,0192415X,17936853,
564,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,11750561,11791888,ADIS INT LTD
565,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,00029157,21600562,
566,AMERICAN JOURNAL OF CLINICAL NUTRITION,00029165,19383207,ELSEVIER SCIENCE INC
567,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,02773732,1537453X,LIPPINCOTT WILLIAMS & WILKINS
568,AMERICAN JOURNAL OF CLINICAL PATHOLOGY,00029173,19437722,OXFORD UNIV PRESS INC
569,AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,00910562,15732770,WILEY
570,AMERICAN JOURNAL OF COMPARATIVE LAW,0002919X,23269197,OXFORD UNIV PRESS INC
571,AMERICAN JOURNAL OF CRIMINAL JUSTICE,10662316,19361351,SPRINGER
572,AMERICAN JOURNAL OF CRITICAL CARE,10623264,1937710X,AMER ASSOC CRITICAL CARE NURSES
573,AMERICAN JOURNAL OF CULTURAL SOCIOLOGY,20497113,20497121,PALGRAVE MACMILLAN LTD
574,AMERICAN JOURNAL OF DENTISTRY,08948275,,"MOSHER & LINDER, INC"
575,AMERICAN JOURNAL OF DERMATOPATHOLOGY,01931091,15330311,LIPPINCOTT WILLIAMS & WILKINS
576,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,00952990,10979891,TAYLOR & FRANCIS INC
577,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,00029246,15367150,WILEY
578,AMERICAN JOURNAL OF EDUCATION,01956744,15496511,UNIV CHICAGO PRESS
579,AMERICAN JOURNAL OF EMERGENCY MEDICINE,07356757,15328171,W B SAUNDERS CO-ELSEVIER INC
580,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,00029254,19437749,AMER SOC ENOLOGY VITICULTURE
581,AMERICAN JOURNAL OF EPIDEMIOLOGY,00029262,14766256,OXFORD UNIV PRESS INC
582,AMERICAN JOURNAL OF EVALUATION,10982140,15570878,SAGE PUBLICATIONS INC
583,AMERICAN JOURNAL OF FAMILY THERAPY,01926187,15210383,
584,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,01957910,1533404X,LIPPINCOTT WILLIAMS & WILKINS
585,AMERICAN JOURNAL OF GASTROENTEROLOGY,00029270,15720241,LIPPINCOTT WILLIAMS & WILKINS
586,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,10647481,15457214,ELSEVIER SCIENCE INC
587,AMERICAN JOURNAL OF HEALTH BEHAVIOR,19457359,19457359,PNG PUBLICATIONS
588,AMERICAN JOURNAL OF HEALTH ECONOMICS,23323493,23323507,UNIV CHICAGO PRESS
589,AMERICAN JOURNAL OF HEALTH PROMOTION,08901171,21686602,SAGE PUBLICATIONS INC
590,AMERICAN JOURNAL OF HEALTH- SYSTEM PHARMACY,10792082,15352900,OXFORD UNIV PRESS INC
591,AMERICAN JOURNAL OF HEMATOLOGY,03618609,10968652,WILEY
592,AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE,10499091,19382715,SAGE PUBLICATIONS INC
593,AMERICAN JOURNAL OF HUMAN BIOLOGY,10420533,15206300,WILEY
594,AMERICAN JOURNAL OF HUMAN GENETICS,00029297,15376605,CELL PRESS
595,AMERICAN JOURNAL OF HYPERTENSION,08957061,19417225,OXFORD UNIV PRESS
596,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,02713586,10970274,WILEY
597,AMERICAN JOURNAL OF INFECTION CONTROL,01966553,15273296,MOSBY-ELSEVIER
598,AMERICAN JOURNAL OF INTERNATIONAL LAW,00029300,21617953,CAMBRIDGE UNIV PRESS
599,AMERICAN JOURNAL OF KIDNEY DISEASES,02726386,15236838,W B SAUNDERS CO-ELSEVIER INC
600,AMERICAN JOURNAL OF LAW & MEDICINE,00988588,2375835X,CAMBRIDGE UNIV PRESS
601,AMERICAN JOURNAL OF MANAGED CARE,10880224,19362692,
602,AMERICAN JOURNAL OF MATHEMATICS,00029327,10806377,JOHNS HOPKINS UNIV PRESS
